Date,Open,High,Low,Close,Volume
1970-01-01 00:00:00.020230213,131.4105,132.9105,131.4,132.4155,-1
1970-01-01 00:00:00.020230214,132.4475,133.316,131.501,133.1565,-1
1970-01-01 00:00:00.020230215,133.1125,134.361,132.5465,134.135,-1
1970-01-01 00:00:00.020230216,134.11,134.465,133.6055,133.9405,-1
1970-01-01 00:00:00.020230217,133.898,135.118,133.898,134.1475,-1
2023-02-17 00:00:00.000000000,133.898,135.118,133.898,134.1475,-1
2023-02-20 00:00:00.000000000,134.264,134.54,133.923,134.257,-1
2023-02-21 00:00:00.000000000,134.2625,135.2305,134.1485,135.0075,-1
2023-02-22 00:00:00.000000000,134.9745,135.064,134.3665,134.787,-1
2023-02-23 00:00:00.000000000,134.8465,135.3665,134.488,134.711,-1
2023-02-24 00:00:00.000000000,134.7095,136.5225,134.055,136.458,-1
2023-02-27 00:00:00.000000000,136.4475,136.557,135.916,136.1895,-1
2023-02-28 00:00:00.000000000,136.22,136.9195,135.736,136.1855,-1
2023-03-01 00:00:00.000000000,136.1455,136.471,135.2575,136.1735,-1
2023-03-02 00:00:00.000000000,136.183,137.101,136.024,136.765,-1
2023-03-03 00:00:00.000000000,136.7525,136.7715,135.747,135.8865,-1
2023-03-06 00:00:00.000000000,136.0025,136.194,135.367,135.9245,-1
2023-03-07 00:00:00.000000000,135.9225,137.194,135.542,137.1595,-1
2023-03-08 00:00:00.000000000,137.08,137.9135,136.4795,137.3525,-1
2023-03-09 00:00:00.000000000,137.2755,137.379,135.9395,136.149,-1
2023-03-10 00:00:00.000000000,136.17,136.996,134.1135,135.0175,-1
2023-03-13 00:00:00.000000000,134.396,135.059,132.287,133.193,-1
2023-03-14 00:00:00.000000000,133.245,134.902,133.029,134.2175,-1
2023-03-15 00:00:00.000000000,134.25,135.1155,132.2155,133.4585,-1
2023-03-16 00:00:00.000000000,133.4275,133.8285,131.719,133.741,-1
2023-03-17 00:00:00.000000000,133.722,133.722,131.554,131.8375,-1
2023-03-20 00:00:00.000000000,131.7245,132.654,130.538,131.32,-1
2023-03-21 00:00:00.000000000,131.266,132.6335,131.0355,132.5175,-1
2023-03-22 00:00:00.000000000,132.3965,133.0035,131.0065,131.4255,-1
2023-03-23 00:00:00.000000000,131.426,131.665,130.3215,130.8505,-1
2023-03-24 00:00:00.000000000,130.8145,130.9425,129.6415,130.706,-1
2023-03-27 00:00:00.000000000,130.5875,131.7605,130.4965,131.557,-1
2023-03-28 00:00:00.000000000,131.559,131.573,130.4075,130.873,-1
2023-03-29 00:00:00.000000000,130.91,132.8925,130.76,132.867,-1
2023-03-30 00:00:00.000000000,132.7225,132.968,132.2025,132.682,-1
2023-03-31 00:00:00.000000000,132.6725,133.597,132.5885,132.8805,-1
2023-04-03 00:00:00.000000000,133.285,133.7575,132.2045,132.458,-1
2023-04-04 00:00:00.000000000,132.428,133.1695,131.523,131.711,-1
2023-04-05 00:00:00.000000000,131.707,131.846,130.6315,131.321,-1
2023-04-06 00:00:00.000000000,131.32,131.905,130.775,131.785,-1
2023-04-07 00:00:00.000000000,131.7605,132.3815,131.527,132.1535,-1
2023-04-10 00:00:00.000000000,132.101,133.8725,131.9975,133.6085,-1
2023-04-11 00:00:00.000000000,133.548,133.808,132.975,133.6825,-1
2023-04-12 00:00:00.000000000,133.68,134.0465,132.736,133.1335,-1
2023-04-13 00:00:00.000000000,133.068,133.393,132.0205,132.578,-1
2023-04-14 00:00:00.000000000,132.572,133.836,132.1715,133.7955,-1
2023-04-17 00:00:00.000000000,133.8245,134.5745,133.7125,134.4665,-1
2023-04-18 00:00:00.000000000,134.482,134.706,133.861,134.1155,-1
2023-04-19 00:00:00.000000000,134.096,135.1355,133.954,134.716,-1
2023-04-20 00:00:00.000000000,134.71,134.975,134.015,134.238,-1
2023-04-21 00:00:00.000000000,134.2425,134.4935,133.549,134.156,-1
2023-04-24 00:00:00.000000000,134.0495,134.733,133.893,134.237,-1
2023-04-25 00:00:00.000000000,134.1075,134.482,133.3655,133.77,-1
2023-04-26 00:00:00.000000000,133.72,133.9435,133.017,133.6595,-1
2023-04-27 00:00:00.000000000,133.6875,134.1985,133.206,133.9705,-1
2023-04-28 00:00:00.000000000,133.9595,136.56,133.3395,136.293,-1
2023-05-01 00:00:00.000000000,136.235,137.5445,136.1865,137.497,-1
2023-05-02 00:00:00.000000000,137.419,137.775,136.315,136.489,-1
2023-05-03 00:00:00.000000000,136.5655,136.6215,134.667,134.6845,-1
2023-05-04 00:00:00.000000000,134.7145,134.881,133.5,134.299,-1
2023-05-05 00:00:00.000000000,134.2175,135.124,133.884,134.783,-1
2023-05-08 00:00:00.000000000,134.89,135.3005,134.6405,135.09,-1
2023-05-09 00:00:00.000000000,135.1025,135.36,134.723,135.2305,-1
2023-05-10 00:00:00.000000000,135.19,135.472,134.112,134.341,-1
2023-05-11 00:00:00.000000000,134.3395,134.844,133.744,134.555,-1
