Date,Open,High,Low,Close,Volume
1970-01-01 00:00:00.020230213,0.88562,0.887495,0.882325,0.883515,-1
1970-01-01 00:00:00.020230214,0.883575,0.88482,0.8803,0.88214,-1
1970-01-01 00:00:00.020230215,0.88195,0.89027,0.88161,0.8886,-1
1970-01-01 00:00:00.020230216,0.888475,0.890945,0.886985,0.89012,-1
1970-01-01 00:00:00.020230217,0.890275,0.892885,0.887285,0.888535,-1
2023-02-17 00:00:00.000000000,0.890275,0.892885,0.887285,0.888535,-1
2023-02-20 00:00:00.000000000,0.88862,0.88917,0.887065,0.887575,-1
2023-02-21 00:00:00.000000000,0.887625,0.88869,0.879005,0.87942,-1
2023-02-22 00:00:00.000000000,0.879375,0.88226,0.878375,0.88039,-1
2023-02-23 00:00:00.000000000,0.880625,0.882385,0.87934,0.88187,-1
2023-02-24 00:00:00.000000000,0.881855,0.883585,0.87981,0.883165,-1
2023-02-27 00:00:00.000000000,0.88245,0.88367,0.878955,0.879445,-1
2023-02-28 00:00:00.000000000,0.879735,0.88119,0.875505,0.879735,-1
2023-03-01 00:00:00.000000000,0.8799,0.889645,0.87817,0.88684,-1
2023-03-02 00:00:00.000000000,0.887065,0.8892,0.88564,0.887115,-1
2023-03-03 00:00:00.000000000,0.8869,0.887185,0.882595,0.883005,-1
2023-03-06 00:00:00.000000000,0.88325,0.888765,0.882645,0.8884,-1
2023-03-07 00:00:00.000000000,0.88819,0.892525,0.885685,0.89193,-1
2023-03-08 00:00:00.000000000,0.89158,0.89222,0.889625,0.890285,-1
2023-03-09 00:00:00.000000000,0.89091,0.891395,0.886575,0.887315,-1
2023-03-10 00:00:00.000000000,0.8878,0.888995,0.88204,0.884255,-1
2023-03-13 00:00:00.000000000,0.88424,0.88636,0.879905,0.880815,-1
2023-03-14 00:00:00.000000000,0.88125,0.88364,0.877785,0.882795,-1
2023-03-15 00:00:00.000000000,0.88305,0.884385,0.87185,0.877155,-1
2023-03-16 00:00:00.000000000,0.87695,0.881935,0.87476,0.87615,-1
2023-03-17 00:00:00.000000000,0.876425,0.87831,0.87452,0.875685,-1
2023-03-20 00:00:00.000000000,0.875235,0.8769,0.87282,0.87317,-1
2023-03-21 00:00:00.000000000,0.873325,0.88398,0.87306,0.881355,-1
2023-03-22 00:00:00.000000000,0.88136,0.885415,0.877235,0.88492,-1
2023-03-23 00:00:00.000000000,0.885055,0.886565,0.88151,0.881605,-1
2023-03-24 00:00:00.000000000,0.88159,0.882715,0.87772,0.879945,-1
2023-03-27 00:00:00.000000000,0.880675,0.880765,0.877595,0.87878,-1
2023-03-28 00:00:00.000000000,0.879075,0.88072,0.877095,0.878675,-1
2023-03-29 00:00:00.000000000,0.8787,0.88115,0.87809,0.880645,-1
2023-03-30 00:00:00.000000000,0.880675,0.88285,0.877955,0.880455,-1
2023-03-31 00:00:00.000000000,0.8804,0.880775,0.877665,0.87905,-1
2023-04-03 00:00:00.000000000,0.88015,0.880685,0.877135,0.877865,-1
2023-04-04 00:00:00.000000000,0.878375,0.8787,0.87293,0.8763,-1
2023-04-05 00:00:00.000000000,0.876025,0.87856,0.874535,0.87507,-1
2023-04-06 00:00:00.000000000,0.874975,0.87857,0.873925,0.877975,-1
2023-04-07 00:00:00.000000000,0.8779,0.879065,0.87657,0.87807,-1
2023-04-10 00:00:00.000000000,0.87789,0.87918,0.876405,0.87711,-1
2023-04-11 00:00:00.000000000,0.8771,0.87896,0.87632,0.87835,-1
2023-04-12 00:00:00.000000000,0.87835,0.88197,0.878065,0.880405,-1
2023-04-13 00:00:00.000000000,0.88068,0.88388,0.87921,0.88211,-1
2023-04-14 00:00:00.000000000,0.882175,0.886,0.881815,0.885425,-1
2023-04-17 00:00:00.000000000,0.885275,0.88644,0.882095,0.88287,-1
2023-04-18 00:00:00.000000000,0.88285,0.883305,0.880945,0.883065,-1
2023-04-19 00:00:00.000000000,0.882465,0.88382,0.879175,0.88068,-1
2023-04-20 00:00:00.000000000,0.880325,0.882575,0.880325,0.8816,-1
2023-04-21 00:00:00.000000000,0.881525,0.886135,0.881315,0.8838,-1
2023-04-24 00:00:00.000000000,0.88325,0.885945,0.882525,0.8847,-1
2023-04-25 00:00:00.000000000,0.884835,0.887535,0.884015,0.88427,-1
2023-04-26 00:00:00.000000000,0.884425,0.88734,0.88369,0.88553,-1
