Date,Open,High,Low,Close,Volume
1970-01-01 00:00:00.020230213,0.6313,0.63647,0.628945,0.63602,-1
1970-01-01 00:00:00.020230214,0.635385,0.63905,0.629675,0.633445,-1
1970-01-01 00:00:00.020230215,0.63431,0.63487,0.62527,0.62658,-1
1970-01-01 00:00:00.020230216,0.626735,0.63094,0.62328,0.627685,-1
1970-01-01 00:00:00.020230217,0.62755,0.627845,0.619415,0.62486,-1
2023-02-20 00:00:00.000000000,0.623435,0.626255,0.62219,0.625375,-1
2023-02-21 00:00:00.000000000,0.625465,0.626165,0.62079,0.62186,-1
2023-02-22 00:00:00.000000000,0.621275,0.62518,0.620305,0.623485,-1
2023-02-23 00:00:00.000000000,0.623485,0.625105,0.620295,0.620615,-1
2023-02-24 00:00:00.000000000,0.620685,0.624435,0.615125,0.616525,-1
2023-02-27 00:00:00.000000000,0.6165,0.61801,0.613105,0.61675,-1
2023-02-28 00:00:00.000000000,0.61684,0.620795,0.61328,0.620205,-1
2023-03-01 00:00:00.000000000,0.619675,0.62759,0.61659,0.62618,-1
2023-03-02 00:00:00.000000000,0.6257,0.626795,0.61991,0.62028,-1
2023-03-03 00:00:00.000000000,0.62025,0.624165,0.61927,0.622145,-1
2023-03-06 00:00:00.000000000,0.621875,0.622575,0.61727,0.619075,-1
2023-03-07 00:00:00.000000000,0.61851,0.62221,0.61217,0.61231,-1
2023-03-08 00:00:00.000000000,0.611625,0.615245,0.60844,0.610605,-1
2023-03-09 00:00:00.000000000,0.6108,0.61513,0.609835,0.612985,-1
2023-03-10 00:00:00.000000000,0.613385,0.617705,0.609165,0.61292,-1
2023-03-13 00:00:00.000000000,0.61425,0.626445,0.61231,0.623275,-1
2023-03-14 00:00:00.000000000,0.623135,0.624795,0.618125,0.622785,-1
2023-03-15 00:00:00.000000000,0.623125,0.626465,0.617285,0.61806,-1
2023-03-16 00:00:00.000000000,0.617975,0.62063,0.61402,0.61646,-1
2023-03-17 00:00:00.000000000,0.61653,0.627735,0.61633,0.62685,-1
2023-03-20 00:00:00.000000000,0.628575,0.628575,0.622875,0.624475,-1
2023-03-21 00:00:00.000000000,0.624785,0.62554,0.616735,0.617705,-1
2023-03-22 00:00:00.000000000,0.61747,0.622465,0.61715,0.61976,-1
2023-03-23 00:00:00.000000000,0.62329,0.62945,0.621815,0.627135,-1
2023-03-24 00:00:00.000000000,0.62724,0.627295,0.619205,0.62025,-1
2023-03-27 00:00:00.000000000,0.62025,0.6212,0.6181,0.618905,-1
2023-03-28 00:00:00.000000000,0.61879,0.625265,0.618625,0.624355,-1
2023-03-29 00:00:00.000000000,0.62428,0.627105,0.6215,0.622835,-1
2023-03-30 00:00:00.000000000,0.62257,0.62598,0.620315,0.62508,-1
2023-03-31 00:00:00.000000000,0.625245,0.629735,0.62374,0.62585,-1
2023-04-03 00:00:00.000000000,0.6259,0.629845,0.620795,0.628955,-1
2023-04-04 00:00:00.000000000,0.629225,0.631515,0.627395,0.63013,-1
2023-04-05 00:00:00.000000000,0.630585,0.63816,0.628525,0.63162,-1
2023-04-06 00:00:00.000000000,0.63137,0.63248,0.623935,0.62523,-1
2023-04-07 00:00:00.000000000,0.62507,0.627055,0.620955,0.62499,-1
2023-04-10 00:00:00.000000000,0.625425,0.62565,0.6194,0.62117,-1
2023-04-11 00:00:00.000000000,0.62129,0.623385,0.61842,0.61902,-1
2023-04-12 00:00:00.000000000,0.619285,0.624215,0.618235,0.62163,-1
2023-04-13 00:00:00.000000000,0.621475,0.63149,0.62035,0.6307,-1
2023-04-14 00:00:00.000000000,0.6304,0.631485,0.619515,0.620525,-1
2023-04-17 00:00:00.000000000,0.620975,0.621345,0.61614,0.617875,-1
2023-04-18 00:00:00.000000000,0.617955,0.622455,0.61771,0.62077,-1
2023-04-19 00:00:00.000000000,0.620775,0.622595,0.61728,0.620035,-1
2023-04-20 00:00:00.000000000,0.620225,0.620645,0.614925,0.617475,-1
2023-04-21 00:00:00.000000000,0.617125,0.618015,0.612655,0.613775,-1
2023-04-24 00:00:00.000000000,0.61415,0.61667,0.612545,0.616345,-1
2023-04-25 00:00:00.000000000,0.616635,0.618745,0.61343,0.61347,-1
2023-04-26 00:00:00.000000000,0.613875,0.614885,0.61119,0.611225,-1
2023-04-27 00:00:00.000000000,0.611645,0.616155,0.611225,0.61459,-1
2023-04-28 00:00:00.000000000,0.614645,0.61874,0.612425,0.618375,-1
2023-05-01 00:00:00.000000000,0.617425,0.61998,0.6163,0.61653,-1
2023-05-02 00:00:00.000000000,0.616405,0.621825,0.61615,0.620825,-1
2023-05-03 00:00:00.000000000,0.62087,0.626075,0.62055,0.62386,-1
2023-05-04 00:00:00.000000000,0.622475,0.629865,0.62073,0.62868,-1
2023-05-05 00:00:00.000000000,0.628475,0.631635,0.62634,0.62925,-1
2023-05-08 00:00:00.000000000,0.6294,0.63594,0.62917,0.634875,-1
2023-05-09 00:00:00.000000000,0.634735,0.63491,0.631855,0.63355,-1
2023-05-10 00:00:00.000000000,0.63348,0.63811,0.63244,0.636025,-1
2023-05-11 00:00:00.000000000,0.636235,0.638465,0.628915,0.6298,-1
2023-05-12 00:00:00.000000000,0.629885,0.63085,0.618245,0.6191,-1
2023-05-15 00:00:00.000000000,0.61946,0.62394,0.6187,0.623745,-1
2023-05-16 00:00:00.000000000,0.62386,0.625985,0.62235,0.622915,-1
2023-05-17 00:00:00.000000000,0.62295,0.627315,0.622635,0.625395,-1
2023-05-18 00:00:00.000000000,0.62586,0.626935,0.62041,0.621455,-1
2023-05-19 00:00:00.000000000,0.621775,0.630555,0.621575,0.628475,-1
2023-05-22 00:00:00.000000000,0.62819,0.629225,0.626205,0.628875,-1
2023-05-23 00:00:00.000000000,0.62857,0.630275,0.62343,0.62482,-1
2023-05-24 00:00:00.000000000,0.624645,0.62567,0.60935,0.60941,-1
2023-05-25 00:00:00.000000000,0.60971,0.611395,0.60442,0.60517,-1
2023-05-26 00:00:00.000000000,0.605785,0.609635,0.603325,0.60565,-1
2023-05-29 00:00:00.000000000,0.605,0.60709,0.60446,0.605565,-1
2023-05-30 00:00:00.000000000,0.605595,0.606665,0.60253,0.60435,-1
2023-05-31 00:00:00.000000000,0.604505,0.60494,0.598525,0.600985,-1
2023-06-01 00:00:00.000000000,0.601305,0.60772,0.599065,0.60645,-1
2023-06-02 00:00:00.000000000,0.60683,0.611115,0.605565,0.60675,-1
2023-06-05 00:00:00.000000000,0.606725,0.608535,0.604135,0.60734,-1
2023-06-06 00:00:00.000000000,0.60742,0.61002,0.60457,0.60758,-1
2023-06-07 00:00:00.000000000,0.607695,0.609705,0.603095,0.60415,-1
2023-06-08 00:00:00.000000000,0.603975,0.609925,0.60318,0.6097,-1
2023-06-09 00:00:00.000000000,0.60971,0.61391,0.608455,0.612845,-1
2023-06-12 00:00:00.000000000,0.6122,0.615275,0.61058,0.61191,-1
2023-06-13 00:00:00.000000000,0.61198,0.6178,0.610665,0.61433,-1
2023-06-14 00:00:00.000000000,0.614785,0.62362,0.614245,0.62166,-1
2023-06-15 00:00:00.000000000,0.622195,0.624255,0.61188,0.624225,-1
2023-06-16 00:00:00.000000000,0.62401,0.624765,0.621005,0.623475,-1
2023-06-19 00:00:00.000000000,0.62295,0.62376,0.61916,0.62003,-1
2023-06-20 00:00:00.000000000,0.619945,0.620585,0.613405,0.616255,-1
2023-06-21 00:00:00.000000000,0.616155,0.62178,0.61561,0.621045,-1
2023-06-22 00:00:00.000000000,0.620915,0.622285,0.617385,0.61763,-1
2023-06-23 00:00:00.000000000,0.617825,0.61906,0.611725,0.61465,-1
2023-06-26 00:00:00.000000000,0.61506,0.61772,0.613765,0.61743,-1
2023-06-27 00:00:00.000000000,0.617255,0.620045,0.615245,0.616645,-1
2023-06-28 00:00:00.000000000,0.616715,0.617135,0.60692,0.608145,-1
2023-06-29 00:00:00.000000000,0.608125,0.610225,0.605055,0.60636,-1
2023-06-30 00:00:00.000000000,0.606425,0.614195,0.605935,0.61195,-1
2023-07-03 00:00:00.000000000,0.6132,0.617065,0.61268,0.61498,-1
2023-07-04 00:00:00.000000000,0.61535,0.62127,0.614135,0.619595,-1
2023-07-05 00:00:00.000000000,0.61954,0.620695,0.617545,0.618105,-1
